"id","name","categoryId","alcoholic","glassId","instructions","thumb","ingredients","measures","createdAt","updatedAt"
226,Bloody Maria,8,true,10,Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.,https://www.thecocktaildb.com/images/media/drink/yz0j6z1504389461.jpg,"{""ingredient1"":""Tequila"",""ingredient2"":""Tomato juice"",""ingredient3"":""Lemon juice"",""ingredient4"":""Tabasco sauce"",""ingredient5"":""Celery salt"",""ingredient6"":""Lemon""}","{""measure1"":""1 oz "",""measure2"":""2 oz "",""measure3"":""1 dash "",""measure4"":""1 dash "",""measure5"":""1 dash "",""measure6"":""1 slice ""}",2022-05-01 16:17:18.424,2022-05-01 16:17:18.424
36,Buccaneer,1,true,3,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,https://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,"{""ingredient1"":""Corona"",""ingredient2"":""Bacardi Limon""}","{""measure1"":""1 "",""measure2"":""1 shot ""}",2022-05-01 16:17:18.116,2022-05-01 16:17:18.116
38,Black and Brown,1,true,3,CAREFULLY to avoid explosive head formation: Pour Beer glass half full of favorite rootbeer and top off with Guinness.,https://www.thecocktaildb.com/images/media/drink/wwuvxv1472668899.jpg,"{""ingredient1"":""Guinness stout"",""ingredient2"":""Root beer""}","{""measure1"":""1/2 "",""measure2"":""1/2 ""}",2022-05-01 16:17:18.086,2022-05-01 16:17:18.087
39,Apple Karate,3,false,4,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,"{""ingredient1"":""Apple juice"",""ingredient2"":""Carrot""}","{""measure1"":""2 cups "",""measure2"":""1 large ""}",2022-05-01 16:17:18.284,2022-05-01 16:17:18.284
46,Banana Cream Pi,3,true,13,Serve over ice.,https://www.thecocktaildb.com/images/media/drink/m5p67n1582474609.jpg,"{""ingredient1"":""Malibu Rum"",""ingredient2"":""Banana Liqueur"",""ingredient3"":""Pineapple Juice""}","{""measure1"":""1 oz"",""measure2"":""1 oz"",""measure3"":""Top""}",2022-05-01 16:17:18.295,2022-05-01 16:17:18.296
50,Blue Hurricane,3,true,4,"If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

",https://www.thecocktaildb.com/images/media/drink/nwx02s1515795822.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Dark Rum"",""ingredient3"":""Passoa"",""ingredient4"":""Blue Curacao"",""ingredient5"":""Sweet and Sour"",""ingredient6"":""Ice""}","{""measure1"":""4 parts"",""measure2"":""2 parts"",""measure3"":""1 part"",""measure4"":""1 part"",""measure5"":""6 parts"",""measure6"":""cubes""}",2022-05-01 16:17:18.298,2022-05-01 16:17:18.299
58,Captain Kidd's Punch,3,true,2,Mix all ingredients together in a shaker and strain into a collins glass. Use Caribbean dark Rum for a sweeter taste.,https://www.thecocktaildb.com/images/media/drink/d83spj1596017390.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Lime Juice"",""ingredient3"":""Egg White"",""ingredient4"":""Bitters"",""ingredient5"":""Sugar"",""ingredient6"":""Nutmeg""}","{""measure1"":""2 shots"",""measure2"":""1 shot"",""measure3"":""1 shot"",""measure4"":""1 dash"",""measure5"":""Ground"",""measure6"":""Top""}",2022-05-01 16:17:18.304,2022-05-01 16:17:18.304
61,Bombay Cassis,3,true,16,"Add the Bombay Sapphire, Crème de Cassis and lime juice to a balloon glass and swirl well to mix.
Fill the glass with good quality cubed ice.
Top up with chilled and freshly opened Fever-Tree Ginger Beer.
Gently stir to combine, top with a gently squeezed lime wedge and finish with a fresh ginger slice.",https://www.thecocktaildb.com/images/media/drink/h1e0e51510136907.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Creme de Cassis"",""ingredient3"":""Fresh Lime Juice"",""ingredient4"":""Ginger beer"",""ingredient5"":""Lime"",""ingredient6"":""Ginger""}","{""measure1"":""50 ml"",""measure2"":""20 ml"",""measure3"":""15 ml"",""measure4"":""75 ml"",""measure5"":""1"",""measure6"":""1 long strip""}",2022-05-01 16:17:18.299,2022-05-01 16:17:18.299
63,Corn n Oil,3,true,10,"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg,"{""ingredient1"":""Lime"",""ingredient2"":""Falernum"",""ingredient3"":""Angostura Bitters"",""ingredient4"":""Añejo rum"",""ingredient5"":""blackstrap rum""}","{""measure1"":""1/2"",""measure2"":""1/3 oz"",""measure3"":""2 dashes"",""measure4"":""1 oz"",""measure5"":""1 oz""}",2022-05-01 16:17:18.304,2022-05-01 16:17:18.305
72,Espresso Martini,3,true,7,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Kahlua"",""ingredient3"":""Sugar syrup""}","{""measure1"":""5 cl"",""measure2"":""1 cl"",""measure3"":""1 dash""}",2022-05-01 16:17:18.309,2022-05-01 16:17:18.309
74,Figgy Thyme,3,true,4,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.",https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Honey"",""ingredient3"":""Figs"",""ingredient4"":""Thyme"",""ingredient5"":""Angostura Bitters"",""ingredient6"":""Tonic Water""}","{""measure1"":""2 oz"",""measure2"":""1 tsp"",""measure3"":""3"",""measure4"":""1 Sprig"",""measure5"":""2 dashes"",""measure6"":""Top""}",2022-05-01 16:17:18.310,2022-05-01 16:17:18.311
79,Garibaldi Negroni,3,true,4,Mix together in a shaker and garnish with a simple orange slice. Fill your vitamin C and cocktail fix at the same time!,https://www.thecocktaildb.com/images/media/drink/kb4bjg1604179771.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Campari"",""ingredient3"":""Orange Juice"",""ingredient4"":""Orange Peel""}","{""measure1"":""30 ml"",""measure2"":""30 ml"",""measure3"":""90 ml"",""measure4"":""Garnish with""}",2022-05-01 16:17:18.328,2022-05-01 16:17:18.329
83,Gin and Soda,3,true,4,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Soda Water"",""ingredient3"":""Lime""}","{""measure1"":""2 oz"",""measure2"":""5 oz"",""measure3"":""1/4""}",2022-05-01 16:17:18.331,2022-05-01 16:17:18.331
86,Gin Rickey,3,true,4,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Grenadine"",""ingredient3"":""lemon"",""ingredient4"":""Soda Water"",""ingredient5"":""Lime""}","{""measure1"":""2 oz "",""measure2"":""1 tsp "",""measure3"":""Juice of 1/2 "",""measure4"":""Top up with"",""measure5"":""Garnish""}",2022-05-01 16:17:18.331,2022-05-01 16:17:18.331
92,Imperial Cocktail,3,true,7,Shake with ice and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,"{""ingredient1"":""Lime juice"",""ingredient2"":""Gin"",""ingredient3"":""Aperol""}","{""measure1"":""4 cl "",""measure2"":""2 cl "",""measure3"":""4 cl ""}",2022-05-01 16:17:18.335,2022-05-01 16:17:18.336
95,Jitterbug,3,true,7,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Vodka"",""ingredient3"":""Grenadine"",""ingredient4"":""Lime juice"",""ingredient5"":""Sugar"",""ingredient6"":""Sugar syrup"",""ingredient7"":""Soda water""}","{""measure1"":""2 jiggers "",""measure2"":""1 jigger "",""measure3"":""3 dashes "",""measure4"":""1 shot "",""measure5"":""Around rim put 1 pinch "",""measure6"":""3 dashes "",""measure7"":""Fill to top with ""}",2022-05-01 16:17:18.336,2022-05-01 16:17:18.336
96,Lemon Elderflower Spritzer,3,true,4,"Pour all ingredients over ice, stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,"{""ingredient1"":""Elderflower cordial"",""ingredient2"":""Vodka"",""ingredient3"":""Soda Water"",""ingredient4"":""Fresh Lemon Juice""}","{""measure1"":""2 tsp"",""measure2"":""1 shot"",""measure3"":""1/3 cup"",""measure4"":""Top""}",2022-05-01 16:17:18.340,2022-05-01 16:17:18.341
54,Brigadier,3,true,18,Mix ingredients in a warmed mug and stir.,https://www.thecocktaildb.com/images/media/drink/nl89tf1518947401.jpg,"{""ingredient1"":""Hot Chocolate"",""ingredient2"":""Green Chartreuse"",""ingredient3"":""Cherry Heering""}","{""measure1"":""4 oz"",""measure2"":""1 oz"",""measure3"":""1 oz""}",2022-05-01 16:17:18.301,2022-05-01 16:17:18.301
60,Cosmopolitan,3,true,7,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,"{""ingredient1"":""Absolut Citron"",""ingredient2"":""Lime juice"",""ingredient3"":""Cointreau"",""ingredient4"":""Cranberry juice""}","{""measure1"":""1 1/4 oz "",""measure2"":""1/4 oz "",""measure3"":""1/4 oz "",""measure4"":""1/4 cup ""}",2022-05-01 16:17:18.304,2022-05-01 16:17:18.305
78,French Negroni,3,true,12,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Lillet"",""ingredient3"":""Sweet Vermouth"",""ingredient4"":""Orange Peel""}","{""measure1"":""1 oz"",""measure2"":""1 oz"",""measure3"":""1 oz"",""measure4"":""1""}",2022-05-01 16:17:18.311,2022-05-01 16:17:18.312
99,Mango Mojito,3,true,19,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,"{""ingredient1"":""Lime"",""ingredient2"":""Mango"",""ingredient3"":""Mint"",""ingredient4"":""White Rum"",""ingredient5"":""Ice"",""ingredient6"":""Soda Water"",""ingredient7"":""Mango""}","{""measure1"":""3"",""measure2"":""1 Fresh"",""measure3"":""Sprig"",""measure4"":""200 ml"",""measure5"":""cubes"",""measure6"":""Top"",""measure7"":""Garnish with""}",2022-05-01 16:17:18.341,2022-05-01 16:17:18.342
109,Mojito,3,true,4,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Lime"",""ingredient3"":""Sugar"",""ingredient4"":""Mint"",""ingredient5"":""Soda water""}","{""measure1"":""2-3 oz "",""measure2"":""Juice of 1 "",""measure3"":""2 tsp "",""measure4"":""2-4 ""}",2022-05-01 16:17:18.349,2022-05-01 16:17:18.349
118,Spanish chocolate,4,false,20,"Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,"{""ingredient1"":""Milk"",""ingredient2"":""Chocolate"",""ingredient3"":""Cinnamon"",""ingredient4"":""Egg yolk""}","{""measure1"":""2 cups "",""measure2"":""2 oz sweet "",""measure3"":""1/2 tsp "",""measure4"":""2 beaten ""}",2022-05-01 16:17:18.356,2022-05-01 16:17:18.357
125,Jamaican Coffee,5,true,9,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Coffee"",""ingredient3"":""Water"",""ingredient4"":""Whipped cream""}","{""measure1"":""1/6 glass "",""measure2"":""1/6 glass strong black "",""measure3"":""1/2 glass cold ""}",2022-05-01 16:17:18.362,2022-05-01 16:17:18.363
150,Amaretto Liqueur,7,true,2,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",https://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,"{""ingredient1"":""Sugar"",""ingredient2"":""Water"",""ingredient3"":""Apricot"",""ingredient4"":""Almond flavoring"",""ingredient5"":""Grain alcohol"",""ingredient6"":""Water"",""ingredient7"":""Brandy"",""ingredient8"":""Food coloring"",""ingredient9"":""Food coloring"",""ingredient10"":""Food coloring"",""ingredient11"":""Glycerine""}","{""measure1"":""1 cup"",""measure2"":""3/4 cup "",""measure3"":""2 "",""measure4"":""1 tblsp "",""measure5"":""1/2 cup pure "",""measure6"":""1/2 cup "",""measure7"":""1 cup "",""measure8"":""3 drops yellow "",""measure9"":""6 drops red "",""measure10"":""2 drops blue "",""measure11"":""1/2 tsp ""}",2022-05-01 16:17:18.371,2022-05-01 16:17:18.371
158,Tia-Maria,7,true,2,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,"{""ingredient1"":""Water"",""ingredient2"":""Brown sugar"",""ingredient3"":""Coffee"",""ingredient4"":""Rum"",""ingredient5"":""Vanilla extract""}","{""measure1"":""1 cup "",""measure2"":""3/4-1 cup "",""measure3"":""4 tsp "",""measure4"":""1 cup "",""measure5"":""4 tsp ""}",2022-05-01 16:17:18.375,2022-05-01 16:17:18.376
169,Abbey Cocktail,8,true,7,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/mr30ob1582479875.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Orange bitters"",""ingredient3"":""Orange"",""ingredient4"":""Cherry""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 dash "",""measure3"":""Juice of 1/4 "",""measure4"":""1 ""}",2022-05-01 16:17:18.388,2022-05-01 16:17:18.388
184,Algonquin,8,true,7,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,"{""ingredient1"":""Blended whiskey"",""ingredient2"":""Dry Vermouth"",""ingredient3"":""Pineapple juice""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 oz "",""measure3"":""1 oz ""}",2022-05-01 16:17:18.420,2022-05-01 16:17:18.420
202,Amaretto Sunset,8,true,2,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",https://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,"{""ingredient1"":""Triple sec"",""ingredient2"":""Amaretto"",""ingredient3"":""Cider"",""ingredient4"":""Ice""}","{""measure1"":""1/2 jigger "",""measure2"":""3 shots "",""measure3"":""1/2 cup "",""measure4"":""Add 1/2 cup ""}",2022-05-01 16:17:18.421,2022-05-01 16:17:18.421
213,Bermuda Highball,8,true,4,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",https://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,"{""ingredient1"":""Brandy"",""ingredient2"":""Gin"",""ingredient3"":""Dry Vermouth"",""ingredient4"":""Carbonated water"",""ingredient5"":""Lemon peel""}","{""measure1"":""3/4 oz "",""measure2"":""3/4 oz "",""measure3"":""3/4 oz ""}",2022-05-01 16:17:18.423,2022-05-01 16:17:18.424
258,A Piece of Ass,2,true,4,Put ice in glass. Pour in shots. Fill with Sour Mix.,https://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,"{""ingredient1"":""Amaretto"",""ingredient2"":""Southern Comfort"",""ingredient3"":""Ice"",""ingredient4"":""Sour mix""}","{""measure1"":""1 shot "",""measure2"":""1 shot "",""measure3"":""cubes""}",2022-05-01 16:17:18.643,2022-05-01 16:17:18.644
56,Brooklyn,3,true,7,Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/ojsezf1582477277.jpg,"{""ingredient1"":""Rye Whiskey"",""ingredient2"":""Dry Vermouth"",""ingredient3"":""Maraschino Liqueur"",""ingredient4"":""Angostura Bitters"",""ingredient5"":""Maraschino Cherry""}","{""measure1"":""2 oz"",""measure2"":""1 oz"",""measure3"":""1/4 oz"",""measure4"":""3 dashes"",""measure5"":""1""}",2022-05-01 16:17:18.301,2022-05-01 16:17:18.302
67,Duchamp's Punch,3,true,10,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,"{""ingredient1"":""Pisco"",""ingredient2"":""Lime Juice"",""ingredient3"":""Pineapple Syrup"",""ingredient4"":""St. Germain"",""ingredient5"":""Angostura Bitters"",""ingredient6"":""Pepper"",""ingredient7"":""Lavender""}","{""measure1"":""5 cl"",""measure2"":""2.5 cl"",""measure3"":""2.5 cl"",""measure4"":""1.5 cl"",""measure5"":""2 Dashes"",""measure6"":""Pinch"",""measure7"":""2 sprigs""}",2022-05-01 16:17:18.308,2022-05-01 16:17:18.308
77,Funk and Soul,3,true,2,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Apricot Nectar"",""ingredient3"":""Pomegranate juice"",""ingredient4"":""lemon"",""ingredient5"":""Soda Water""}","{""measure1"":""2 shots"",""measure2"":""1 shot"",""measure3"":""1 shot"",""measure4"":""Juice of 1/2"",""measure5"":""Top""}",2022-05-01 16:17:18.314,2022-05-01 16:17:18.314
98,Lazy Coconut Paloma,3,true,4,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,"{""ingredient1"":""Coconut Liqueur"",""ingredient2"":""Grapefruit Juice"",""ingredient3"":""Soda Water""}","{""measure1"":""30 ml"",""measure2"":""75 ml"",""measure3"":""Top""}",2022-05-01 16:17:18.337,2022-05-01 16:17:18.337
103,Mary Pickford,3,true,7,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Pineapple juice"",""ingredient3"":""Maraschino liqueur"",""ingredient4"":""Grenadine"",""ingredient5"":""Maraschino cherry""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 oz "",""measure3"":""1/2 tsp "",""measure4"":""1/2 tsp "",""measure5"":""1 ""}",2022-05-01 16:17:18.347,2022-05-01 16:17:18.347
126,Afternoon,5,true,2,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,"{""ingredient1"":""Kahlua"",""ingredient2"":""Baileys irish cream"",""ingredient3"":""Frangelico"",""ingredient4"":""Coffee"",""ingredient5"":""Cream""}","{""measure1"":""1 cl "",""measure2"":""1 cl "",""measure3"":""1 1/2 "",""measure4"":""4 cl hot ""}",2022-05-01 16:17:18.357,2022-05-01 16:17:18.357
144,Thai Iced Tea,5,false,4,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"{""ingredient1"":""Tea"",""ingredient2"":""Water"",""ingredient3"":""Condensed milk"",""ingredient4"":""Ice"",""ingredient5"":""Mint""}","{""measure1"":""1/4 cup Thai "",""measure2"":""1/2 cup boiling "",""measure3"":""2 tsp sweetened "",""measure4"":""cubes"",""measure5"":""garnish""}",2022-05-01 16:17:18.369,2022-05-01 16:17:18.369
175,Adonis Cocktail,8,true,7,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,"{""ingredient1"":""Sweet Vermouth"",""ingredient2"":""Sherry"",""ingredient3"":""Orange bitters""}","{""measure1"":""3/4 oz "",""measure2"":""1 1/2 oz dry "",""measure3"":""1 dash ""}",2022-05-01 16:17:18.388,2022-05-01 16:17:18.389
186,Almeria,8,true,7,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,"{""ingredient1"":""Dark rum"",""ingredient2"":""Kahlua"",""ingredient3"":""Egg white""}","{""measure1"":""2 oz "",""measure2"":""1 oz "",""measure3"":""1 ""}",2022-05-01 16:17:18.420,2022-05-01 16:17:18.420
195,Amaretto Tea,8,true,23,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",https://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,"{""ingredient1"":""Tea"",""ingredient2"":""Amaretto"",""ingredient3"":""Whipped cream""}","{""measure1"":""6 oz hot "",""measure2"":""2 oz "",""measure3"":""Chilled ""}",2022-05-01 16:17:18.421,2022-05-01 16:17:18.421
210,Atomic Lokade,8,true,2,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",https://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,"{""ingredient1"":""Lemonade"",""ingredient2"":""Vodka"",""ingredient3"":""Blue Curacao"",""ingredient4"":""Triple sec"",""ingredient5"":""Sugar"",""ingredient6"":""Ice""}","{""measure1"":""5 oz "",""measure2"":""1 oz "",""measure3"":""1/2 oz "",""measure4"":""1/2 oz ""}",2022-05-01 16:17:18.422,2022-05-01 16:17:18.423
227,Boston Sour,8,true,24,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,"{""ingredient1"":""Blended whiskey"",""ingredient2"":""Lemon"",""ingredient3"":""Powdered sugar"",""ingredient4"":""Egg white"",""ingredient5"":""Lemon"",""ingredient6"":""Cherry""}","{""measure1"":""2 oz "",""measure2"":""Juice of 1/2 "",""measure3"":""1 tsp "",""measure4"":""1 "",""measure5"":""1 slice "",""measure6"":""1 ""}",2022-05-01 16:17:18.425,2022-05-01 16:17:18.425
239,Brandy Alexander,8,true,25,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/mlyk1i1606772340.jpg,"{""ingredient1"":""Brandy"",""ingredient2"":""Creme de Cacao"",""ingredient3"":""Light cream"",""ingredient4"":""Nutmeg""}","{""measure1"":""1 oz "",""measure2"":""1 oz white "",""measure3"":""1 oz ""}",2022-05-01 16:17:18.425,2022-05-01 16:17:18.426
250,City Slicker,8,true,7,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,"{""ingredient1"":""Brandy"",""ingredient2"":""Triple sec"",""ingredient3"":""Lemon juice""}","{""measure1"":""2 oz "",""measure2"":""1/2 oz "",""measure3"":""1 tblsp ""}",2022-05-01 16:17:18.427,2022-05-01 16:17:18.428
262,Apello,2,false,2,Stirr. Grnish with maraschino cherry.,https://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,"{""ingredient1"":""Orange juice"",""ingredient2"":""Grapefruit juice"",""ingredient3"":""Apple juice"",""ingredient4"":""Maraschino cherry""}","{""measure1"":""4 cl "",""measure2"":""3 cl "",""measure3"":""1 cl "",""measure4"":""1 ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.644
279,Lassi - Sweet,2,false,4,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"{""ingredient1"":""Yoghurt"",""ingredient2"":""Water"",""ingredient3"":""Sugar"",""ingredient4"":""Salt"",""ingredient5"":""Lemon juice""}","{""measure1"":""1 cup "",""measure2"":""2 cups cold "",""measure3"":""4 tblsp "",""measure4"":""pinch "",""measure5"":""2 tblsp ""}",2022-05-01 16:17:18.648,2022-05-01 16:17:18.649
292,Strawberry Shivers,2,false,4,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,"{""ingredient1"":""Strawberries"",""ingredient2"":""Honey"",""ingredient3"":""Water""}","{""measure1"":""1 1/2 cup "",""measure2"":""4 tsp "",""measure3"":""1/2 cup ""}",2022-05-01 16:17:18.652,2022-05-01 16:17:18.652
59,Cherry Electric Lemonade,3,true,1,Now stir vigorously and then pour over a large cup of ice. Now drink it with a straw and stir occasionally.,https://www.thecocktaildb.com/images/media/drink/tquyyt1451299548.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Tequila"",""ingredient3"":""Vodka"",""ingredient4"":""White rum"",""ingredient5"":""Triple Sec"",""ingredient6"":""Cherry Grenadine"",""ingredient7"":""Sweet and sour"",""ingredient8"":""Club soda""}","{""measure1"":""1 oz"",""measure2"":""1 oz"",""measure3"":""1 oz"",""measure4"":""1 oz"",""measure5"":""1 oz"",""measure6"":""1 oz"",""measure7"":""1 oz"",""measure8"":""3 oz""}",2022-05-01 16:17:18.304,2022-05-01 16:17:18.305
71,Elderflower Caipirinha,3,true,2,Take the glass and muddle the lime in it. Fill the glass with crushed ice and add the Cachaca. Stir well and top with some more crushed ice. Garnish with lime and enjoy!,https://www.thecocktaildb.com/images/media/drink/dif7a31614006331.jpg,"{""ingredient1"":""Cachaca"",""ingredient2"":""Lime"",""ingredient3"":""Elderflower cordial""}","{""measure1"":""60 ml"",""measure2"":""1"",""measure3"":""3 cl""}",2022-05-01 16:17:18.308,2022-05-01 16:17:18.309
